x,y
1,-166.6421240409128
2,-164.0936169510106
3,-163.48310201608496
4,-167.7720521081176
5,-167.9959845532863
6,-168.74923508265266
7,-164.61900294456746
8,-180.43819447016747
9,-165.68258601350107
10,-171.4209141341325
11,-165.11455221450706
12,-162.0711758498562
13,-174.46201397301172
14,-169.376814278479
15,-163.52936583882783
16,-162.39693760860797
17,-174.5773617412434
18,998.3937291415889
19,970.6388563558107
20,-169.81835260092924
21,-165.1776202724873
22,-176.07734219596358
23,-168.5166135011019
24,-168.7157349077271
25,-167.57393672445065
26,-178.0477330320562
27,-174.50763003337892
28,-163.9373093803228
29,-177.43772781830512
30,-168.3968181654149
31,-165.3185734895059
32,-167.0842273908688
33,-168.82769183034787
34,974.1836940778952
35,-172.25621878682233
36,-171.01532264147974
37,-170.28019636274024
38,-169.1717396465284
39,-165.45742503821933
40,-170.42657791969035
41,-171.57473400459787
42,-169.3339041730165
43,926.8142716890092
44,-165.73541831818517
45,-161.40108467720674
46,-174.04337233534196
47,-174.79833524709002
48,-166.678461844928
49,-165.22076459632382
50,-176.06255223474727
51,-47.921317849735104
52,988.2065285470242
53,982.1281141656567
54,-228.46311199227662
55,990.3291991884357
56,-16.24932996861301
57,-25.42871753964224
58,-18.77108352973812
59,-41.73457123539904
60,-121.17312463212843
61,-52.391396905993396
62,-8.875958550992792
63,-62.87687996971707
64,982.7360685148734
65,-33.524116250880745
66,-7.347592971546993
67,-233.3046829942241
68,819.8384692702402
69,-103.03590193490895
70,958.4593687074208
71,-103.33911693895504
72,-16.649298826242006
73,-28.28832075302864
74,-418.57147855810064
75,974.762809943028
76,-300.10204350711365
77,-70.98239018019808
78,990.6509723949557
79,-102.30792820420447
80,-42.33941647312364
81,-31.22076742274694
82,-36.01468611987128
83,-9.839994957285366
84,942.2131361819211
85,-8.899890812537071
86,929.2066931077477
87,955.3452850912381
88,-25.087823013344106
89,952.2152404411025
90,942.9977873510999
91,948.2715906052689
92,956.1378493422022
93,956.7801787886534
94,-44.60610365462978
95,-20.6276888871456
96,-165.36763023816223
97,-84.81462582273127
98,-36.11977897508984
99,-101.49124725348507
100,-51.08850858549265
101,-38.18899942690922
102,-72.13520711409654
103,989.1071729095011
104,-41.98237374992173
105,-66.5211002403897
106,-23.294276041351214
107,-96.04113615375573
108,-42.378780824072145
109,999.0
110,-51.12163133144356
111,-5.8609362784955605
112,-156.39850522774296
113,-43.39878767255299
114,-106.8449035848309
115,-50.5664281963149
116,-11.62668623023025
117,-12.723938365472
118,-21.777392618984674
119,-10.745092996319965
120,-9.922321745072074
121,-37.65842979368275
122,-19.405947691999565
123,-115.40769704364314
124,987.5730081083309
125,-28.61173839660264
126,-20.215920288186126
127,-21.3378123624137
128,-25.260695128008155
129,-32.98457001765923
130,-20.12529552585405
131,-9.013713674499725
132,-20.873008095625966
133,-8.624333816265887
134,-21.71535960372436
135,-41.70031050379137
136,-4.700950174012842
137,-26.777285039567566
138,-27.625082637136984
139,-15.064344254709196
140,-110.23209657266337
141,-121.9225896946765
142,987.8054306900958
143,-132.201902487509
144,-57.90266571330364
145,-83.34032018153036
146,-42.835437868964334
147,992.6125242983231
148,-59.67435835942186
149,-41.899968899414304
