x,y
1,-3707.9512719074182
2,-4138.624941889847
3,-3799.9971214587013
4,-4414.201573800087
5,-3971.7013043583256
6,-2675.146822330421
7,-2497.9124632679286
8,-2605.5767216531412
9,-3032.7891184513783
10,-2396.5530924854065
