x,y
1,814.4336571466989
2,-399.05076770264145
3,-416.6948770272267
4,-427.33211902584816
5,-418.21381224719727
6,843.4616846658321
7,-422.559153490054
8,629.09285458769
9,-411.3424025645949
10,-401.1756824782151
11,766.8179044174133
12,-414.9691371383062
13,-419.3875858709954
14,-424.31080459121523
15,-407.6102403690182
16,-411.3919020760466
17,-401.1529565649736
18,699.7385334823392
19,-433.44818402806345
20,-414.96914008217544
21,897.650682179962
22,-406.21315604337246
23,-413.2815291863967
24,-411.30632998273785
25,-414.9642925899129
26,-410.30263613833597
27,-414.91379275306
28,-431.13093473139213
29,-401.87806753012444
30,-423.6537007810539
31,-416.7425689807134
32,-416.5755180143047
33,-429.03324174104876
34,939.0221252712229
35,-412.9000727944703
36,-413.26346877689605
37,-434.4656578065211
38,-427.9226370595019
39,-418.7481392034208
40,-425.17400067954117
41,-410.2118177653606
42,958.657458134645
43,-415.2273742881468
44,-423.17339224821217
45,-435.4363735093695
46,-431.80961843622606
47,-414.12302520875807
48,-437.7204740525266
49,-421.30431198257855
50,-415.3052513217099
51,-396.5246842398802
52,-475.8643436534159
53,-469.47188416905726
54,-253.09949697617708
55,-285.30124725248686
56,-525.2600940186743
57,-393.30300529708865
58,-425.86021865885255
59,-331.1561007424465
60,-375.54231912929805
61,835.8808830210278
62,-356.4265118364797
63,-239.5947481276703
64,868.5268253886471
65,-231.44141338151442
66,951.6888740370619
67,-247.63758562882785
68,845.1379315587749
69,886.4658352719237
70,960.3032341455643
71,905.143786786073
72,903.3974970606532
73,989.4278001361765
74,825.3528556987794
75,-206.68692968845298
76,-317.21960698451755
77,884.4668117268144
78,-205.19713544051586
79,-216.60061438747752
80,-218.44408632113786
81,-209.7928657827047
82,-232.9058624798946
83,909.9744723187846
84,788.7611116528839
85,-224.69882252976464
86,957.9544903723546
87,989.1118450585795
88,-196.9613352780787
89,-206.73469835229605
90,-201.36166373954595
91,-196.25269796507425
92,968.2927632896257
93,-227.9237046963308
94,-207.71922658568795
95,-205.4079274215599
96,-194.28908410066492
97,-220.9334015452628
98,-195.88498470844394
99,-211.88112815866214
100,-233.17891202638356
