x,y
1,-3845.1682108316963
2,-4263.462382153993
3,-4254.987533440318
4,-3817.235429571512
5,-3812.7425231374177
6,-2968.1392775694585
7,-2190.1590280152977
8,-1706.2693369628146
9,-1991.270560552733
10,-756.0075650622125
